country,city,occupation,field,years_of_experience,salary,employment_type,education_level,gender,company_size,year,month
Netherlands,Amsterdam,Marketing Specialist,Marketing,22,169853.0,part_time,Bachelor,Male,Enterprise,2022,12
New Zealand,Auckland,Data Analyst,Technology,2,135145.0,work_from_home,PhD,Other,Medium,2024,7
Germany,Berlin,Cloud Engineer,Technology,20,186063.0,work_from_home,High School,Female,Small,2022,9
New Zealand,Auckland,Data Analyst,Technology,13,177816.0,freelance,PhD,Other,Medium,2022,8
Singapore,Singapore,Business Analyst,Business,5,157348.0,part_time,High School,Male,Large,2024,4
United Kingdom,London,HR Analyst,Human Resources,1,94464.0,part_time,Master,Male,Small,2022,10
Spain,Madrid,Data Analyst,Technology,8,149798.0,work_from_home,High School,Male,Large,2023,7
Australia,Sydney,UX Designer,Design,15,139723.0,freelance,High School,Male,Medium,2024,5
Australia,Sydney,Data Analyst,Technology,16,165471.0,part_time,Master,Male,Medium,2025,4
United Arab Emirates,Dubai,Software Engineer,Technology,12,261219.0,full_time,Master,Female,Large,2024,8
Singapore,Singapore,Data Scientist,Technology,4,201394.0,internship,High School,Other,Small,2025,8
Spain,Madrid,AI Engineer,Technology,11,202939.0,full_time,High School,Female,Medium,2023,8
Brazil,Sao Paulo,Cloud Engineer,Technology,8,133504.0,part_time,Bachelor,Other,Enterprise,2023,7
India,Bangalore,Marketing Specialist,Marketing,14,86301.0,internship,PhD,Female,Large,2024,2
Germany,Berlin,Cloud Engineer,Technology,12,286049.0,internship,Master,Male,Medium,2022,3
United Arab Emirates,Dubai,Data Analyst,Technology,23,189847.0,full_time,High School,Female,Medium,2023,8
New Zealand,Auckland,Financial Analyst,Finance,2,159808.0,part_time,PhD,Female,Large,2022,5
United Kingdom,London,Data Scientist,Technology,17,365936.0,full_time,PhD,Female,Enterprise,2023,11
Canada,Toronto,HR Analyst,Human Resources,9,117649.0,internship,Bachelor,Other,Small,2023,9
Brazil,Sao Paulo,UX Designer,Design,18,107043.0,work_from_home,High School,Female,Enterprise,2023,1
Netherlands,Amsterdam,Data Scientist,Technology,2,162378.0,part_time,Bachelor,Male,Small,2025,4
South Korea,Seoul,Product Manager,Technology,5,352212.0,work_from_home,Master,Male,Enterprise,2022,6
Sweden,Stockholm,Data Analyst,Technology,21,264881.0,internship,Master,Male,Large,2025,6
Netherlands,Amsterdam,Product Manager,Technology,16,329890.0,part_time,Master,Female,Large,2022,4
United Arab Emirates,Dubai,Cloud Engineer,Technology,18,294111.0,full_time,High School,Female,Enterprise,2024,5
Netherlands,Amsterdam,Data Analyst,Technology,11,134033.0,full_time,High School,Other,Large,2022,3
Italy,Milan,Software Engineer,Technology,19,274379.0,work_from_home,PhD,Female,Small,2025,6
United Kingdom,London,HR Analyst,Human Resources,20,209117.0,part_time,PhD,Male,Large,2024,4
Canada,Toronto,Business Analyst,Business,4,168389.0,work_from_home,PhD,Male,Small,2025,6
Japan,Tokyo,Cloud Engineer,Technology,20,244890.0,work_from_home,High School,Male,Medium,2025,10
New Zealand,Auckland,AI Engineer,Technology,14,213933.0,work_from_home,Master,Other,Small,2022,3
Brazil,Sao Paulo,Financial Analyst,Finance,0,43789.0,freelance,High School,Female,Small,2023,5
New Zealand,Auckland,Data Scientist,Technology,14,226250.0,work_from_home,Master,Female,Large,2022,12
India,Bangalore,Product Manager,Technology,19,143527.0,work_from_home,Master,Male,Enterprise,2023,10
Mexico,Mexico City,Software Engineer,Technology,6,208256.0,internship,PhD,Female,Enterprise,2025,4
Germany,Berlin,Data Analyst,Technology,15,217857.0,freelance,High School,Other,Large,2022,12
France,Paris,Cloud Engineer,Technology,13,288822.0,full_time,PhD,Other,Medium,2022,7
Australia,Sydney,UX Designer,Design,3,113916.0,work_from_home,Bachelor,Male,Small,2023,9
United States,San Francisco,AI Engineer,Technology,22,355217.0,freelance,PhD,Male,Large,2023,1
Mexico,Mexico City,Data Analyst,Technology,8,143346.0,full_time,PhD,Female,Medium,2022,12
Sweden,Stockholm,Data Analyst,Technology,25,210861.0,freelance,Bachelor,Other,Large,2022,10
Japan,Tokyo,Marketing Specialist,Marketing,6,141501.0,freelance,PhD,Male,Small,2023,2
Singapore,Singapore,Software Engineer,Technology,2,170958.0,internship,Bachelor,Female,Large,2022,11
Spain,Madrid,Marketing Specialist,Marketing,12,156861.0,work_from_home,PhD,Male,Small,2025,9
Singapore,Singapore,Product Manager,Technology,24,346146.0,internship,PhD,Female,Enterprise,2022,11
United States,San Francisco,Software Engineer,Technology,1,160039.0,work_from_home,Master,Other,Medium,2022,8
Spain,Madrid,Marketing Specialist,Marketing,10,129312.0,internship,Bachelor,Female,Medium,2025,7
Brazil,Sao Paulo,AI Engineer,Technology,15,223449.0,work_from_home,PhD,Female,Small,2023,10
Australia,Sydney,Financial Analyst,Finance,23,253931.0,internship,Master,Other,Medium,2024,12
Singapore,Singapore,Financial Analyst,Finance,8,225868.0,part_time,Master,Female,Small,2025,3
Mexico,Mexico City,Financial Analyst,Finance,8,117923.0,full_time,High School,Other,Enterprise,2023,8
Ireland,Dublin,HR Analyst,Human Resources,11,155050.0,freelance,Master,Male,Small,2022,6
Germany,Berlin,Data Analyst,Technology,7,156636.0,work_from_home,High School,Female,Enterprise,2022,6
Sweden,Stockholm,AI Engineer,Technology,18,227950.0,full_time,Master,Female,Small,2023,8
South Korea,Seoul,Product Manager,Technology,13,183400.0,internship,High School,Other,Small,2022,12
South Korea,Seoul,AI Engineer,Technology,11,304315.0,work_from_home,PhD,Male,Medium,2022,12
Germany,Berlin,Operations Manager,Operations,9,304877.0,work_from_home,Master,Other,Large,2023,10
Ireland,Dublin,Business Analyst,Business,10,160097.0,work_from_home,Bachelor,Female,Small,2023,3
United Arab Emirates,Dubai,Cloud Engineer,Technology,12,257666.0,internship,Bachelor,Female,Medium,2023,4
India,Bangalore,Cloud Engineer,Technology,4,98030.0,full_time,Master,Female,Small,2025,5
Singapore,Singapore,Business Analyst,Business,20,207926.0,full_time,Bachelor,Female,Medium,2022,6
Singapore,Singapore,Product Manager,Technology,1,173322.0,part_time,Master,Other,Medium,2024,10
Ireland,Dublin,AI Engineer,Technology,20,213122.0,full_time,High School,Female,Medium,2023,6
Switzerland,Zurich,HR Analyst,Human Resources,11,262585.0,internship,PhD,Female,Medium,2023,9
New Zealand,Auckland,Marketing Specialist,Marketing,15,106419.0,internship,High School,Female,Small,2025,2
Spain,Madrid,Marketing Specialist,Marketing,14,160131.0,freelance,Bachelor,Male,Medium,2022,3
Spain,Madrid,Financial Analyst,Finance,6,169892.0,internship,High School,Male,Large,2025,7
Germany,Berlin,Data Analyst,Technology,5,205165.0,part_time,PhD,Other,Small,2022,9
Spain,Madrid,Financial Analyst,Finance,6,183988.0,freelance,PhD,Male,Small,2024,8
Singapore,Singapore,Cloud Engineer,Technology,7,248469.0,internship,High School,Male,Medium,2023,5
Mexico,Mexico City,AI Engineer,Technology,23,143959.0,part_time,Bachelor,Other,Small,2023,1
United States,New York,Data Analyst,Technology,16,313015.0,part_time,PhD,Female,Enterprise,2025,2
South Africa,Cape Town,UX Designer,Design,4,69297.0,part_time,High School,Female,Medium,2023,11
Germany,Berlin,UX Designer,Design,11,140064.0,freelance,Master,Male,Small,2022,4
New Zealand,Auckland,Product Manager,Technology,13,208247.0,internship,High School,Male,Medium,2023,2
United Arab Emirates,Dubai,Operations Manager,Operations,2,173740.0,work_from_home,High School,Female,Large,2024,9
Singapore,Singapore,Software Engineer,Technology,13,370000.0,full_time,PhD,Other,Large,2025,7
France,Paris,Product Manager,Technology,1,28394.0,internship,High School,Female,Medium,2023,12
Sweden,Stockholm,Data Analyst,Technology,25,299230.0,work_from_home,Master,Female,Enterprise,2022,5
Italy,Milan,UX Designer,Design,11,188448.0,part_time,High School,Male,Enterprise,2024,8
Australia,Sydney,Business Analyst,Business,9,242206.0,internship,PhD,Male,Large,2022,12
United States,San Francisco,Operations Manager,Operations,9,370000.0,part_time,PhD,Female,Enterprise,2024,7
Italy,Milan,UX Designer,Design,6,119306.0,work_from_home,Bachelor,Female,Small,2022,5
Germany,Berlin,UX Designer,Design,3,159628.0,full_time,Master,Other,Medium,2025,2
Singapore,Singapore,Cloud Engineer,Technology,17,370000.0,internship,Bachelor,Other,Medium,2025,5
South Korea,Seoul,Business Analyst,Business,5,151693.0,work_from_home,PhD,Male,Medium,2022,8
Switzerland,Zurich,Business Analyst,Business,17,304582.0,internship,PhD,Female,Large,2023,5
South Korea,Seoul,Financial Analyst,Finance,23,229889.0,work_from_home,Master,Other,Large,2022,12
Japan,Tokyo,Marketing Specialist,Marketing,14,256336.0,internship,Master,Male,Enterprise,2022,1
Brazil,Sao Paulo,Software Engineer,Technology,23,227464.0,freelance,PhD,Other,Small,2023,4
United Arab Emirates,Dubai,Data Analyst,Technology,25,332707.0,internship,PhD,Other,Medium,2023,9
Sweden,Stockholm,Operations Manager,Operations,20,278403.0,work_from_home,PhD,Female,Medium,2024,11
New Zealand,Auckland,Software Engineer,Technology,3,231033.0,work_from_home,Master,Male,Large,2025,8
New Zealand,Auckland,Marketing Specialist,Marketing,19,122835.0,freelance,Bachelor,Male,Small,2023,4
Australia,Sydney,Product Manager,Technology,12,241006.0,full_time,High School,Other,Large,2023,9
South Africa,Cape Town,Product Manager,Technology,4,183413.0,freelance,Bachelor,Female,Enterprise,2023,10
United Arab Emirates,Dubai,Cloud Engineer,Technology,4,273096.0,part_time,PhD,Other,Small,2024,9
Spain,Madrid,Marketing Specialist,Marketing,19,206769.0,freelance,PhD,Female,Enterprise,2024,4
United Kingdom,London,Business Analyst,Business,5,157232.0,work_from_home,Bachelor,Female,Large,2022,2
Italy,Milan,UX Designer,Design,22,297611.0,freelance,PhD,Female,Enterprise,2023,3
United States,New York,Cloud Engineer,Technology,14,308569.0,part_time,Bachelor,Female,Large,2025,10
South Korea,Seoul,Cloud Engineer,Technology,17,180656.0,work_from_home,High School,Male,Small,2024,6
Australia,Sydney,Data Analyst,Technology,11,187398.0,part_time,Bachelor,Other,Small,2025,6
United Arab Emirates,Dubai,Product Manager,Technology,3,256787.0,freelance,Bachelor,Other,Medium,2025,12
Spain,Madrid,Cloud Engineer,Technology,0,222914.0,work_from_home,PhD,Female,Enterprise,2023,2
Brazil,Sao Paulo,AI Engineer,Technology,22,228278.0,work_from_home,PhD,Female,Medium,2024,1
Brazil,Sao Paulo,HR Analyst,Human Resources,8,74797.0,full_time,High School,Female,Medium,2024,5
New Zealand,Auckland,UX Designer,Design,20,130194.0,freelance,High School,Female,Large,2023,6
Mexico,Mexico City,Software Engineer,Technology,25,179520.0,part_time,PhD,Other,Small,2024,7
United States,San Francisco,UX Designer,Design,16,188006.0,part_time,Bachelor,Female,Small,2022,4
Japan,Tokyo,UX Designer,Design,20,184479.0,part_time,High School,Other,Enterprise,2022,9
South Korea,Seoul,HR Analyst,Human Resources,20,197139.0,freelance,PhD,Female,Medium,2025,8
Ireland,Dublin,Data Scientist,Technology,2,246596.0,work_from_home,Master,Female,Large,2025,9
United Arab Emirates,Dubai,Product Manager,Technology,8,369079.0,freelance,Master,Other,Enterprise,2024,4
United Kingdom,London,Data Analyst,Technology,21,234710.0,part_time,Bachelor,Female,Large,2024,2
Ireland,Dublin,Data Scientist,Technology,21,168605.0,full_time,High School,Male,Small,2023,5
South Africa,Cape Town,Cloud Engineer,Technology,5,100237.0,part_time,High School,Female,Medium,2023,4
India,Bangalore,Financial Analyst,Finance,24,90784.0,freelance,High School,Other,Enterprise,2024,5
United Kingdom,London,Product Manager,Technology,10,309216.0,internship,Master,Male,Large,2022,4
Canada,Toronto,AI Engineer,Technology,25,343813.0,full_time,PhD,Other,Medium,2022,6
France,Paris,Operations Manager,Operations,9,232539.0,full_time,PhD,Male,Large,2022,7
Japan,Tokyo,Operations Manager,Operations,0,102691.0,freelance,Bachelor,Female,Small,2024,8
United Arab Emirates,Dubai,Data Scientist,Technology,0,95375.0,part_time,High School,Other,Small,2025,9
South Korea,Seoul,Marketing Specialist,Marketing,10,129972.0,part_time,Bachelor,Female,Small,2022,1
Singapore,Singapore,Software Engineer,Technology,6,215439.0,internship,Master,Male,Small,2023,12
Singapore,Singapore,Cloud Engineer,Technology,18,370000.0,work_from_home,PhD,Other,Enterprise,2024,2
New Zealand,Auckland,UX Designer,Design,3,153461.0,work_from_home,PhD,Female,Large,2024,5
United States,San Francisco,Product Manager,Technology,9,347662.0,work_from_home,Bachelor,Female,Enterprise,2022,10
New Zealand,Auckland,Financial Analyst,Finance,25,164934.0,part_time,High School,Other,Medium,2025,10
Sweden,Stockholm,HR Analyst,Human Resources,0,31326.0,internship,PhD,Female,Enterprise,2024,8
Ireland,Dublin,Marketing Specialist,Marketing,16,179284.0,freelance,Master,Female,Small,2024,2
New Zealand,Auckland,AI Engineer,Technology,1,154626.0,part_time,Master,Female,Medium,2025,9
Japan,Tokyo,Financial Analyst,Finance,6,237891.0,freelance,PhD,Other,Medium,2022,5
United Arab Emirates,Dubai,AI Engineer,Technology,8,252382.0,freelance,Bachelor,Other,Small,2024,4
United States,San Francisco,UX Designer,Design,14,282894.0,internship,PhD,Female,Medium,2023,11
Singapore,Singapore,Data Analyst,Technology,6,212156.0,freelance,PhD,Other,Small,2023,2
Singapore,Singapore,UX Designer,Design,18,306988.0,part_time,Master,Male,Medium,2024,6
South Africa,Cape Town,AI Engineer,Technology,23,183343.0,work_from_home,Master,Other,Small,2022,5
India,Bangalore,Software Engineer,Technology,17,105531.0,freelance,PhD,Female,Small,2024,12
Italy,Milan,Data Analyst,Technology,19,145445.0,internship,High School,Female,Enterprise,2025,10
Ireland,Dublin,AI Engineer,Technology,20,246713.0,full_time,High School,Other,Medium,2024,8
Singapore,Singapore,Business Analyst,Business,0,142425.0,freelance,Master,Male,Large,2023,1
Switzerland,Zurich,HR Analyst,Human Resources,5,264478.0,part_time,PhD,Other,Large,2023,2
Netherlands,Amsterdam,Cloud Engineer,Technology,21,340826.0,work_from_home,PhD,Male,Enterprise,2022,11
United Kingdom,London,AI Engineer,Technology,3,306755.0,internship,Master,Female,Enterprise,2024,7
United States,New York,Marketing Specialist,Marketing,12,160158.0,freelance,High School,Female,Small,2023,8
Brazil,Sao Paulo,Cloud Engineer,Technology,23,182014.0,work_from_home,Master,Female,Medium,2022,5
United States,New York,Marketing Specialist,Marketing,7,188984.0,internship,High School,Other,Large,2025,4
New Zealand,Auckland,HR Analyst,Human Resources,20,111999.0,part_time,High School,Female,Large,2023,6
Australia,Sydney,Business Analyst,Business,19,132624.0,part_time,High School,Other,Small,2023,9
Spain,Madrid,Data Scientist,Technology,19,250908.0,internship,Bachelor,Female,Medium,2025,5
United States,San Francisco,Operations Manager,Operations,15,324443.0,freelance,Bachelor,Other,Enterprise,2025,11
United States,San Francisco,Business Analyst,Business,22,370000.0,part_time,PhD,Female,Enterprise,2025,12
Ireland,Dublin,Financial Analyst,Finance,19,275423.0,internship,PhD,Male,Medium,2023,9
United Kingdom,London,Cloud Engineer,Technology,3,183963.0,part_time,PhD,Female,Medium,2022,4
United Kingdom,London,Operations Manager,Operations,13,242397.0,part_time,PhD,Female,Small,2024,4
Spain,Madrid,Operations Manager,Operations,25,228572.0,freelance,Master,Other,Small,2022,5
Germany,Berlin,Data Scientist,Technology,18,264809.0,freelance,Master,Other,Medium,2022,1
Brazil,Sao Paulo,Business Analyst,Business,3,136598.0,internship,Master,Female,Enterprise,2022,1
Sweden,Stockholm,Cloud Engineer,Technology,11,196027.0,full_time,High School,Female,Small,2024,5
Switzerland,Zurich,Data Analyst,Technology,15,215860.0,internship,Bachelor,Male,Medium,2022,12
United States,San Francisco,Operations Manager,Operations,18,346493.0,part_time,PhD,Male,Medium,2022,8
Australia,Sydney,Data Scientist,Technology,4,202076.0,part_time,PhD,Other,Medium,2024,12
United States,New York,Cloud Engineer,Technology,17,292979.0,part_time,High School,Other,Medium,2023,1
India,Bangalore,Data Scientist,Technology,18,100820.0,freelance,High School,Other,Small,2024,2
United Kingdom,London,Data Analyst,Technology,20,197245.0,internship,Bachelor,Other,Large,2025,5
Germany,Berlin,Financial Analyst,Finance,14,295250.0,part_time,Master,Male,Large,2022,2
United States,San Francisco,Software Engineer,Technology,3,332201.0,freelance,PhD,Female,Medium,2025,2
Sweden,Stockholm,Marketing Specialist,Marketing,19,233332.0,freelance,Bachelor,Female,Enterprise,2023,11
Japan,Tokyo,UX Designer,Design,11,302480.0,freelance,Master,Other,Enterprise,2023,5
France,Paris,Product Manager,Technology,17,206896.0,internship,Bachelor,Female,Small,2022,10
United Kingdom,London,Marketing Specialist,Marketing,0,93707.0,part_time,Master,Female,Medium,2022,10
Ireland,Dublin,Data Analyst,Technology,6,173012.0,freelance,Master,Female,Small,2025,6
Ireland,Dublin,Product Manager,Technology,9,216052.0,freelance,Master,Male,Small,2024,10
Australia,Sydney,Operations Manager,Operations,24,220306.0,work_from_home,Master,Male,Small,2023,4
Brazil,Sao Paulo,Data Scientist,Technology,4,97829.0,full_time,High School,Female,Small,2023,4
